outlet,date,headline,url,article_text
NDTV,01/01/24,"भारतीय टीम में मौका नहीं मिलने पर तीन साल पहले छोड़ा भारत, अब BBL में भारतीय खिलाड़ी मचा रहा गदर, कौन है ये निखिल चौधरी ?",https://sports.ndtv.com/hindi/cricket/who-is-nikhil-chaudhary-the-second-indian-born-bbl-player-from-punjab-to-the-big-bash-hobart-hurricanes-4779884,"Who Is Nikhil Chaudhary: ऑस्ट्रेलिया में बिग बैश लीग 2023-24 ( Big Bash League 2023-24) खेला जा रहा है. ऑस्ट्रेलिया के इस क्रिकेट लीग में भारतीय मूल के ऑलराउंडर निखिल चौधरी (Nikhil Chaudhary) भी खेल रहे हैं. इस लीग में निखिल होबार्ट हरिकेंस (Hobart Hurricanes) की ओर से खेल रहे हैं. बता दें कि बिग बैश लीग 2023-24 में खेलते हुए निखिल काफी धमाल मचा रहे हैं. गेंदबाजी हो या फिर बल्लेबाजी, ऑलराउंड खेल से फैन्स को हैरान कर रहे हैं. बिग बैश लीग के 17वें मैच में निखिल ने मेलबर्न स्टार्स के खिलाफ मैच में बल्लेबाजी से धमाका करते हुए 16 गेंद पर 32 रन जमा दिए थे. निखिल ने अपनी आतिशी पारी में 3 चौके और 2 छक्के लगाए थे.

अपनी धमाकेदार बल्लेबाजी के दौरान निखिल ने मेलबर्न स्टार्स के तेज गेंदबाज हारिस रऊफ के खिलाफ तेज अंदाज में बल्लेबाजी कर महफिल लूट ली. उनकी बल्लेबाजी का वीडियो सोशल मीडिया पर वायरल हो रहा है. वहीं, 1 जनवरी 2024 को लीग के 21वें मैच में निखिल ने सिडनी थंडर के खिलाफ मैच में अपनी गेंदबाजी से भी करिश्मा किया और 4 ओवर में 26 रन देकर 2 विकेट लेने में सफल रहे हैं. निखिल जिस अंदाज में बीबीएल में परफॉर्मेंस कर रहे हैं उसने उन्हें अलग पहचान दे दी है.

कौन है निखिल चौधरी

निखिल चौधरी का जन्म 4 मई 1996 को दिल्ली में हुआ था. चौधरी ने हरियाणा के खिलाफ सैयद मुश्ताक अली ट्रॉफी 2016/17 मैच के दौरान पंजाब के लिए घेरलू क्रिकेट में डेब्यू किया था. पांच सप्ताह से भी कम समय के बाद ही निखिल ने विजय हजारे ट्रॉफी में हरियाणा के खिलाफ खेलकर लिस्ट ए क्रिकेट की शुरूआत की थी. अपने घरेलू क्रिकेट करियर में निखिल घरेलू सत्रों में पंजाब के लिए केवल 12 टी20 और कुछ लिस्ट ए मैच ही खेल सके थे. निखिल आखिरी बार भारत के लिए घरेलू क्रिकेट में 2019 में खेले थे. सूरत में मुंबई के खिलाफ सैयद मुश्ताक अली ट्रॉफी में पंजाब के लिए खेलते दिखे थे. भारत के लिए अपने आखिरी घरेलू मैच में निखिल ने 5 रन बनाए थे और गेंदबाजी में विकेट नहीं ले पाए थे.

अपने क्रिकेटिंग करियर को आगे बढ़ाने के इरादे के साथ निखिल ने ऑस्ट्रेलिया जाने का फैसला किया. 4 साल पहले ही निखिल ऑस्ट्रेलिया में जाकर बस गए हैं. ब्रिसबेन में रहकर निखिल ने अपना संघर्ष शुरू किया. सबसे पहले निखिल ने क्लब क्रिकेट खेलना शुरू किया. जहां उन्हें पहचान मिली.

क्वींसलैंड के टी-20 MAX टूर्नामेंट में निखिल ने अपनी बल्लेबाजी से कमाल किया, सेमीफाइनल में निखिल ने केवल 28 गेंद पर 71 रन की विस्फोटक पारी खेलकर ऑस्ट्रेलियाई फैन्स को दीवाना बना दिया था. अपनी 71 रन की तूफानी पारी में निखिल ने 7 छक्के उड़ाए थे. निखिल के टैलेंट को देखकर होबार्ट हरिकेंस ने इस सीजन के लिए साइन किया. बीबीएल 2023-24 में अपने पहले मैच में भारतीय मूल के ऑलराउंडर ने पर्थ स्कॉर्चर्स के खिलाफ 40 रनों की तूफानी पारी खेलकर गदर मचा दिया था.

विराट कोहली के फैन हैं निखिल

भारतीय मूल के निखिल विराट कोहली के फैन हैं. निखिल कोहली को अपना आदर्श भी मानते हैं."
NDTV,01/01/24,"Diabetes Symptoms: शरीर में दिखने वाले ये लक्षण हो सकते हैं डायबिटीज का संकेत, न करें ...",https://ndtv.in/health/diabetes-symptoms-what-is-the-symptoms-of-increasing-diabetes-these-symptoms-seen-in-the-body-can-be-a-sign-of-diabetes-4779914,"Diabetes Symptoms: आज के समय की डायबिटीज एक बड़ी समस्या में से एक है. डायबिटीज एक लाइलाज बीमारी मानी जाती है, जिसे दैनिक आधार पर मैनेज करने की जरूरत होती है. हाई ब्लड शुगर की वजह से प्यास अधिक लगती है और बार-बार पेशाब करने की जरूरत महसूस होती है. शरीर में शुगर की बढ़ी हुई मात्रा थकान, धुंधली दृष्टि और कभी-कभी तेजी से वजन कम होने का कारण बन सकती है. ब्लड शुगर बढ़ने से हमारे शरीर के कुछ अंग उसका संकेत देते हैं. अगर समय पर आप इन संकेत को समझ लेते हैं तो आप इस समस्या को काफी हद तक कंट्रोल कर सकते हैं. तो चलिए बिना किसी देरी के जानते हैं वो संकेत.

डायबिटीज बढ़ने के हो सकते हैं ये लक्षण- (Symptoms Of Increasing Diabetes)

1. आंखे-

ब्लड शुगर बढ़ने से कम दिखाई देना, मोतियाबिंद, ग्लूकोमा और डायबिटिक रेटिनोपैथी हो सकती है. रेटिनोपैथी में रेटिना में परिवर्तन शामिल हैं.

ये भी पढ़ें- Aluminum Foil Side Effects: क्या आप भी खाते हैं फॉयल पेपर में रखा खाना, तो जान लें ये बड़े नुकसान

2. किडनी

किडनी हमारे शरीर का एक अभिन्न अंग है, जो शरीर से सभी विषाक्त पदार्थों और वेस्ट मेटेरियल को छानने में मदद करती है. इसमें छोटी रक्त वाहिकाएं होती हैं जो अंग को सुचारू रूप से काम करने में मदद करती हैं. हालांकि, हाई ब्लड शुगर इन रक्त वाहिकाओं को नुकसान पहुंचा सकता है और इससे किडनी पर बुरा प्रभाव पड़ सकता है. इससे पैरों, टखनों, हाथों और आंखों में सूजन, मतली, उल्टी, थकान जैसे लक्षण दिखने लग सकते हैं.

3. चिड़चिड़ापन-

अगर आप बहुत ज्यादा थकावट या चिड़चिड़ापन महसूस करते हैं तो यह भी हाई ब्लड शुगर होने की तरफ इशारा हो सकता है. इस चीज को भी नजरअंदाज करना आपके लिए परेशानी खड़ी कर सकता है.

4. बार-बार पेशाब आना-

ब्लड शुगर लेवल बढ़ने पर आपको बार-बार पेशाब करने की इच्छा हो सकती है. अगर आपके साथ ऐसा होता है तो ये डायबिटीज बढ़ने का संकेत हो सकता है.

(अस्वीकरण: सलाह सहित यह सामग्री केवल सामान्य जानकारी प्रदान करती है. यह किसी भी तरह से योग्य चिकित्सा राय का विकल्प नहीं है. अधिक जानकारी के लिए हमेशा किसी विशेषज्ञ या अपने चिकित्सक से परामर्श करें. एनडीटीवी इस जानकारी के लिए ज़िम्मेदारी का दावा नहीं करता है.)"
NDTV,01/01/24,"करी पत्तों में इस एक चीज को मिलाकर सफेद बालों पर लगाना कर दिया शुरू, तो बाल होने लगेंगे जड़ों से काले",https://ndtv.in/lifestyle/curry-leaves-and-amla-juice-for-white-hair-and-white-hair-home-remedies-4779918,"Hair Care: बालों से जुड़ी कई दिक्कतों में सफेद बालों की दिक्कत भी शामिल है. बहुत से ऐसे लोग हैं जो समय से पहले बालों के सफेद होने से परेशान रहते हैं और कुछ लोगों के बाल बढ़ती उम्र के साथ सफेद होने लगते हैं. अगर आप उनमें से हैं जिनके बाल केमिकल वाले प्रोडक्ट्स के चलते, धूप के कारण या खानपान में भरपूर पोषक तत्व ना होने के चलते सफेद (White Hair) होने लगे हैं तो यहां बताया करी पत्ते का नुस्खा आपके लिए बहुत कारगर साबित हो सकता है. करी पत्ते (Curry Leaves) को इस तरह बालों पर नियमित रूप से इस्तेमाल करने पर बाल प्राकृतिक रूप से काले होना शुरू हो जाते हैं और जड़ों से सिरों तक काले नजर आते हैं.

गंदे कॉलेस्ट्रोल को खींचकर बाहर निकाल देते हैं ये फल, खाने पर High Cholesterol होने लगता है कम

सफेद बालों के लिए करी पत्ता | Curry Leaves For White Hair

सफेद बालों को काला बनाने के लिए करी पत्ते और आंवला के रस (Amla Juice) का इस्तेमाल किया जा सकता है. करी पत्ते एंटी-ऑक्सीडेंट्स और एंटी-इंफ्लेमेटरी गुणों से भरपूर होते हैं. इन पत्तों के इस्तेमाल से बालों को विटामिन बी भी मिलता है जो बालों का रंग गहरा करने वाले मेलानिन के प्रोडक्शन में मददगार है. करी पत्तों से हेयर फॉलिकल्स को भी फायदा मिलता है. इसके अलावा, ये पत्ते सेलेनियम, जिंक और आयोडीन के अच्छे स्त्रोत होते हैं.

वहीं, आंवला की बात करें तो इसमें विटामिन सी होता है जोकि एक अच्छा एंटी-ऑक्सीडेंट है और हेयर डैमेज को दूर करने में फायदा देता है. इसमें प्रोटीन, कैल्शियम, आयरन और फॉस्फोरस की भी अच्छी मात्रा होती है. करी पत्ते और आंवला का एकसाथ इस्तेमाल करने पर सफेद बाल काले होने लगते हैं, हेयर डैमेज (Hair Damage) कम होता है, बालों को भरपूर पोषण मिलता है, बालों का झड़ना कम होता है और बाल बढ़ना शुरू हो जाते हैं.

इस्तेमाल करने के लिए करी पत्ते को पीसकर आंवला के रस के साथ मिलाएं और बालों पर जड़ों से सिरों तक लगा लें. इसे बालों पर तकरीबन आधा घंटा लगाए रखने के बाद धोकर हटा लें. हफ्ते में एक से दो बार इस नुस्खे को आजमाया जा सकता है.

इसके अलावा, नारियल के तेल में करी पत्ते डालकर पकाएं और जब पत्ते काले हो जाएं तो तेल को आंच से हटाकर अलग कर लें. हफ्ते में 2-3 बार इस तेल से सिर की मालिश करने पर बाल काले (Black Hair) होना शुरू हो जाते हैं.

करी पत्ते को पीसकर सादा भी बालों पर लगाया जा सकता है. करी पत्तों और आंवला के पाउडर से हेयर मास्क बनाकर बालों पर लगाने से भी बालों को काला बनने में मदद मिलती है.

अस्वीकरण: सलाह सहित यह सामग्री केवल सामान्य जानकारी प्रदान करती है. यह किसी भी तरह से योग्य चिकित्सा राय का विकल्प नहीं है. अधिक जानकारी के लिए हमेशा किसी विशेषज्ञ या अपने चिकित्सक से परामर्श करें. एनडीटीवी इस जानकारी के लिए ज़िम्मेदारी का दावा नहीं करता है."
NDTV,01/01/24,"4,000 People, 108 Locations: Gujarat Sets World Record For Surya Namaskar",https://www.ndtv.com/india-news/4-000-people-108-locations-gujarat-sets-world-record-for-surya-namaskar-4779919,"Prime Minister Narendra Modi on Monday praised Gujarat after the state made it to the Guinness Book of World Records for most people performing Surya Namaskar simultaneously.

PM Modi took to X and said that Gujarat welcomed 2024 with a remarkable feat.

""Gujarat welcomed 2024 with a remarkable feat - setting a Guinness World Record for the most people performing Surya Namaskar simultaneously at 108 venues! As we all know, the number 108 holds a special significance in our culture. The venues also include the iconic Modhera Sun Temple, where several people joined. This is indeed a true testament to our commitment to Yoga and our cultural heritage,"" PM Modi said.

Gujarat welcomed 2024 with a remarkable feat - setting a Guinness World Record for the most people performing Surya Namaskar simultaneously at 108 venues! As we all know, the number 108 holds a special significance in our culture. The venues also include the iconic Modhera Sun… pic.twitter.com/xU8ANLT1aP — Narendra Modi (@narendramodi) January 1, 2024

He further urged everyone to make Surya Namaskar a part of their daily routine.

""I also urge you all to make Surya Namaskar a part of your daily routine. The benefits are immense,"" he added.

On the morning of January 1, 2024, over 4,000 participants across 108 locations and 51 different categories performed the iconic sun salutation yoga sequence, solidifying the state's commitment to wellness and cultural heritage.

The record-breaking event, held at the majestic Modhera Sun Temple, witnessed enthusiastic participation from diverse groups, including families, students, yoga enthusiasts, and even senior citizens.

Chief Minister Bhupendra Patel and Home Minister Harsh Sanghavi attended the celebrations from Modhera.

Swapnil Dangarikar, Adjudicator at Guinness World Records said, ""I was here to verify the record for the most people doing Surya Namaskar. This is a new title because no one had attempted to break this record before. After going through all the evidence and seeing them perform here in Modhera...They have successfully set a new Guinness World Record title for most people doing Surya Namaskar.""

Gujarat Home Minister Sanghavi, brimming with pride, stated, ""Today Gujarat has registered the first world record of the country and the world, where thousands of people have done yoga together at 108 places and in 51 variety of places.""

(Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)"
NDTV,01/01/24,8 Whisky Options That May Help You Keep Warm During The Chilly Winter Evening,https://food.ndtv.com/lists/8-whisky-options-that-may-help-you-keep-warm-during-the-chilly-winter-evening-4779920,"During these chilly winter evenings, whisky can be your perfect partner to keep you warm. Whether you are spending the evening by yourself or in the company of some friends or colleagues, your home bar is the place where ultimately everybody will end up savouring a drink. Here are some of the best whiskies that you can stock up and share with friends when they come over. Ranging from smokey-flavoured ones to those with a backbone of vanilla, to peppery ones, these whiskies aged for years are your best bet this winter.

Here're 8 Whisky Options For You To Try:

1. GianChand Single Malt Whisky:

Dewan Gian Chand, one of the pioneers of the Alcobev industry in India, who started with the first beer brewery in Jammu always focused on scientific procedures to create the best beverage. The latest offering from the house of DeVANS, GC Single Malt Whisky stands testament to the fact that nothing has changed for them. Each batch spells precision and excellence, giving the whisky lovers an unmatched experience. Jim Murray, the noted whisky critic went on to hail this one as the 'finest single malt from India in recent times.' With a sweetness of pineapple drop, a backbone of vanilla and a hint of barley, the whisky stands strong on its own. The thin oils add delicate notes to it and make it a drink worth savouring in good company.





Also Read: BSI's New Whisky Guidelines: What You Need To Know

2. Johnnie Walker Double Black:

This whisky is a fan favourite mainly because of its unique taste which it gets after aging in deeply charred oak casks. The blended whisky is prepared from malts obtained from the coast of Scotland. Johnnie Walker's distinctive style now includes smokey flavours. It has a spicy yet lasting peat smoke aftertaste with aromas of clove, ignited dried fruits, vanilla, and orange peels. The intense drink is ideal for individuals who enjoy their whisky on the rocks.

3. Aberlour 16-Year-Old Double Cask:

This Single Malt Scotch Whisky has been matured for 16 years in sherry casks and traditional oaks, making it different from other whiskies of its generation. This drink is golden amber in colour and tastes oaky, peppery and floral while having a nutty and sweet sultana scent. It is the ideal dish for a romantic and humorous evening.





Also Read: Get Top Whisky Brands And Prices In India - Your Whisky Guide

4. Teacher's Highland Cream Blended Scotch Whisky:

This cream whisky is one of William Teacher's greatest blends, who is renowned for his exceptional whisky and commitment to perfection. The single malt is concentrated on a single malt from the Ardmore distillery and has smokey and silky overtones. This malted whisky is made from a blend of sweet, fruity grains, and the rich palate has notes of deep peat smoke, honey, apples, and sweet malt that linger as you savour the flavour.

5. Chivas Regal 12 Year Old:

Chivas Brothers have made a name for themselves as the top producer of Scotch whisky, particularly blended whiskies. Their flagship whisky, Chivas Regal 12, has been matured for 12 years and is crafted from the best malts and grains. Whisky aficionados like the exceptionally smooth beverage made from Strathisla single malt and Strathclyde single grain.

6. Glenmorangie The Lasanta:

The brand famed for great taste, Lasanta from Glenmorangie, should unquestionably be present in your bar. They work hard to create creative mixtures that are also generally delicious. After a long day, a drink with sunset hues is the ideal way to unwind. It combines shades of purple, red, and orange. It spends 12 years ageing in sherry and bourbon barrels. Along with peppery undertones, the whisky also contains sweet undertones. A lengthy and smooth finish is made possible by the hints of honeycomb, dark chocolate, hazelnut, raisins, and unmistakable cinnamon.

7. Jim Beam Bourbon Black:

The Indian whisky community enjoys this elegant beverage. The drink undoubtedly alleviates your stress because of its caramel and warm oak flavours. This flavourful whisky surely belongs on the list of beverages that may be enjoyed with friends or even alone. Every sip of the exquisite beverage, which comes in a glass bottle, is worth savouring.

8. Macallan 12-Year-Old - Sherry Oak Scotch Whisky:

The Macallan 12 is a delicious single malt scotch that spent 12 years in oak barrels. It's like a warm hug from the Highlands, with flavours of sweet caramel, vanilla, and a little kick of spice. Take a sniff, and you might catch a whiff of oak and a hint of perfume before it turns into a cosy mix of dark sherry and plum sweetness. When you sip, it's like a sweet and silky dance of spiced plums on your tongue. This scotch is a great deal for its amazing taste!"
NDTV,01/01/24,Case Against Kerala Student Activists For Burning Effigy Of Governor,https://www.ndtv.com/india-news/case-against-kerala-student-activists-sfi-for-burning-effigy-of-governor-arif-mohammad-khan-4779921,"The Kerala Police have registered a case against SFI state president K Anusree and eight others for their ""dangerous act"" of burning a huge effigy of Governor Arif Mohammed Khan ""using petrol"" at Payyambalam beach on Sunday evening.

The police said on Monday that the SFI leaders have been booked under various sections of the Indian Penal Code (IPC), including 143 (unlawful assembly), 147 (punishment for rioting), and 285 (negligent conduct with respect to fire or combustible).

The Kannur town police registered the case on its own after the SFI burnt the 30ft tall effigy of the Governor at the beach on the eve of New Year, accusing him of ""communalising"" the state's education sector.

The 30ft tall effigy bearing the likeness of Mr Khan was set ablaze by Anusree, as fellow members of the student organisation raised slogans.

The SFI said the protest was organized against the nomination of Hindu right-wing activists to university senates in the state by Khan in his capacity as the chancellor of universities.

There have been verbal duels between the Governor on one side and Chief Minister Pinarayi Vijayan and the SFI on the other around the issue of appointments made by Khan to the senate of some universities in the state.

Mr Khan has claimed that he is being attacked because the state government and the SFI no longer have control over the universities in the state, citing a recent Supreme Court order quashing the reappointment of Gopinath Ravindran as the Vice-Chancellor of Kannur University.

(Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)"
NDTV,01/01/24,"""Was Hardly Used..."": Sunil Gavaskar Predicts Two Changes In XI For India's Must-Win 2nd Test vs South Africa",https://sports.ndtv.com/south-africa-vs-india-2023-24/was-hardly-used-sunil-gavaskar-predicts-two-changes-in-xi-for-indias-must-win-2nd-test-vs-south-africa-4779924,"The New Year brings in new hopes for Indian cricket team fans. The year 2023 promised a lot for India for there were heartbreaks too. The losses in the finals of the World Test Championship and the ODI Cricket World Cup were heavy blows for the team. 2023 ended on a sour note for the Rohit Sharma-led team as it lost by an Innings and 32 runs in the first Test against South Africa. The second and final Test of the series starts on January 3 and they have to win it to draw the series.

Former Indian cricket team predicted two changes that might take place in India's playing XI.

""My Playing XI would be not too many changes. Ravindra Jadeja, once he is fit, will probably walk back into the team at the expense of Ravichandran Ashwin. That's what it is looking to be because Ravichandran Ashwin was hardly used in the previous game. There could be a change in the new ball bowling too with Mukhesh Kumar coming in place of Prasidh Krishna,"" Sunil Gavaskar told Star Sports.

Team India's humiliating 3-day loss in the first Test against South Africa sent shockwaves across the cricketing spectrum. Multiple greats of the game and pundits questioned the team's preapredness for the tour, with the legendary Sunil Gavaskar highlighting the absence of practice matches as one of the biggest reasons behind the result embarrasing result. Gavaskar even called India's intra-squad matches a 'joke' as he lambasted Rohit Sharma and the team management's decision to not play First Class practice matches before the start of the 2-match series.

""The reasons are straightforward - you didn't play any matches here. If you straightaway play Test matches, it doesn't work out. Yes, you sent the India A team. The India A team should actually come before the tour,"" he said on Star Sports.

""You need to play practice matches after coming here. Intra-squad is a joke because would your fast bowlers bowl extremely fast to your batters, would they bowl bouncers, as they would be scared about injuring their batters,"" he said.

The argument the team management often gives behind the decision to not play First Class Tests is the difference between practice pitches and match pitches. But, Gavaskar feels practice matches are crucial, espeically for young players to step up to the challenge.

""So it's better to play against the South Africa A team or play two or three matches against a county or a state. The schedule that is made these days, where you play only Test matches with a gap of seven days in between - remove the 'workload' word from Indian cricket's dictionary.""

""Nothing happens to senior cricketers. They will play the second, third and fourth match even if they fail. Practice matches are necessary for the young players. If you want, you can ask your senior players to come at ease, they can come a day before the Test match, but you need to arrange practice matches for the young players,"" he said."
NDTV,01/01/24,"UGC NET 2023 क्वालीफाइ करने के लिए जनरल कैटेगरी के उम्मीदवारों को 40% तो रिजर्व कैटेगरी को चाहिए 35% अंक, अपडेट",https://ndtv.in/career/ugc-net-2023-qualifying-criteria-general-category-candidates-need-40-marks-and-reserve-category-candidates-need-35-marks-net-december-answer-key-updat-4779925,"UGC NET 2023 Answer Key: यूजीसी नेट परीक्षा का आयोजन साल में दो बार किया जाता है. एक बार जून और दूसरी बार दिसंबर में. जून के लिए यूजीसी नेट परीक्षा का आंसर-की और रिजल्ट जारी किया जा चुका और अब दिसंबर में परीक्षा दे चुके उम्मीदवारों को यूजीसी नेट आंसर-की 2023 का बेसब्री से इंतजार है. यूजीसी नेट आंसर-की 2023 आधिकारिक वेबसाइट ugcnet.nta.ac.in पर जारी की जाएगी, जिसे डाउनलोड करने के लिए एप्लीकेशन नंबर और डेट ऑफ बर्थ का प्रयोग करना होगा. जैसा की आप जानते हैं कि यह परीक्षा जेआरएफ और सहायक प्रोफेसर के लिए पात्रता और सहायक प्रोफेसर के लिए की जाती है, ऐसे में उम्मीदवार को दोनों पेपरों में उपस्थित होना चाहिए. इसके साथ ही सामान्य (अनारक्षित) / सामान्य-ईडब्ल्यूएस श्रेणी के लिए दोनों पेपरों में कुल मिलाकर कम से कम 40% अंक प्राप्त करने चाहिए. एससी, एसटी, ओबीसी (नॉन-क्रीमी लेयर से संबंधित), पीडब्ल्यूडी और तीसरे लिंग) से संबंधित सभी उम्मीदवारों के लिए दोनों पेपरों में कम से कम 35% कुल अंक का होना जरूरी है.

Yearender2023: साल 2023 की सीबीएसई बोर्ड के बड़ी घोषणाएं, दो बार बोर्ड परीक्षा और No award, डिटेल यहां

जो उम्मीदवार विश्वविद्यालय अनुदान आयोग राष्ट्रीय पात्रता परीक्षा (UGC NET 2023) परीक्षा के लिए उपस्थित हुए हैं, वे अपनी रेस्पांस शीट डाउनलोड कर सकते हैं. यूजीसी प्रोविजनल आंसर-की के साथ क्यूश्चन पेपर और रिकॉर्ड आधिकारिक वेबसाइट से डाउनलोड किए जा सकेंगे. हालांकि आयोग ने यूजीसी नेट आंसर-की आंसर-की जारी करने की तारीख और समय की घोषणा नहीं की है. उम्मीदवार आंसर-की को चैलेंज भी कर सकते हैं. यूजीसी नेट आंसर-की 2023 पर आपत्ति दर्ज करने के लिए उम्मीदवारों को शुल्क जमा करना होगा. उम्मीदवार को प्रति प्रश्न 200 रुपये प्रोसेसिंग फीस देना होगा. शुल्क का भुगतान ऑनलाइन मोड में करना होगा.

एनटीए ने 6, 7, 8, 11, 12, 13 दिसंबर और 14 दिसंबर, 2023 को यूजीसी नेट परीक्षा का आयोजन किया था. यह परीक्षा देश भर के कई शहरों में दो चरणों में 7 दिनों में 14 पालियों में 83 विषयों के लिए आयोजित की गई थी. नेट आंसर-की 2023, एनटीए प्रोविजनल आंसर-की, क्यूश्चन पेपर और श्रेणी-वार कट-ऑफ जारी करेगा.

2024 में विदेश से कैसे होगी पढ़ाई, ये कोर्स हैं पापुलर, Foreign Education के लिए बेस्ट देश, पूरी डिटेल

यूजीसी नेट परीक्षा का आयोजन पहले विश्वविद्यालय अनुदान आयोग द्वारा किया जाता था. लेकिन अब नेशनल टेस्टिंग एजेंसी द्वारा यह परीक्षा आयोजित की जाती है. नेट परीक्षा भारतीय विश्वविद्यालयों और कॉलेजों में 'सहायक प्रोफेसर' और 'जूनियर रिसर्च फेलोशिप और सहायक प्रोफेसर' के लिए भारतीय नागरिकों की पात्रता निर्धारित करने के लिए एक परीक्षा है.

UGC NET 2023 Answer Key: ऐसे करें डाउनलोड

सबसे पहले आधिकारिक वेबसाइट ugcnet.nta.ac.in या https://ugcnet.ntaonline.in पर जाएं.

होमपेज पर, “Download UGC NET Answer Key 2023.” लिंक पर क्लिक करें.

लॉगिन विवरण जैसे आवेदन संख्या और जन्म तिथि दर्ज करें.

आपकी यूजीसी नेट आंसर-की 2023 स्क्रीन पर प्रदर्शित होगी.

भविष्य के संदर्भ के लिए इसकी एक प्रति डाउनलोड करें.

Winter Vacation in Delhi: दिल्ली के स्कूलों में सर्दी की छुट्टियां अनाउंसड, जानें कितने दिनों की रहेगी छुट्टी और कब खुलेंगे स्कूल"
NDTV,01/01/24,Maruti Suzuki Total Sales Down 1.28% At 1.37 Lakh Units In December,https://www.ndtvprofit.com/business/maruti-suzuki-total-sales-down-128-at-137-lakh-units-in-december,"The company's mid-sized sedan Ciaz clocked a sale of 489 units last month as compared to 1,154 units in December 2022, while sales of its van Eeco were marginally lower at 10,034 units as against 10,581 units in the year-ago month."
NDTV,01/01/24,Indian Athletes To Aim At Paris Olympics This Year,https://sports.ndtv.com/athletics/indian-athletes-to-aim-at-paris-olympics-this-year-4779928,"The domestic Indian athletics calendar for 2024 starts with the National Cross Country Championships in Gaya, Bihar on January 15 and will run till December, when the district meets are slated to conclude. The Athletics Federation of India (AFI) will host 23 major competitions over the year. With the athletics qualifying window for the Paris 2024 Olympics, scheduled in July-August, already in effect, the events in the first half of the year will also be crucial for the Indian athletes looking to secure a quota for the Paris Olympics.

While Indian athletes will be involved in various international athletics meets this year, competing at home under familiar conditions will give them a better chance of breaching the Olympic qualifying standards or improving their rankings in their respective events.

The Paris 2024 qualification and ranking period for all individual events - other than the marathon - will run till June 30. The qualification period for the marathon is till April 30, 2024.

Indian track and field athletes can hope for a busy month in March with the India Open 400m, jumps and throws competitions on the agenda, in addition to the inaugural National Open Relay Carnival in Chandigarh.

May, meanwhile, will see Bengaluru host the first Indian Grand Prix of the year. The Indian Grand Prix 2 will see the athletics bandwagon arrive in Chennai on May 30 while the third and fourth India Grand Prix 2024 meets will be held in Bengaluru and Patiala, respectively, in June and July.

This year's National Interstate Senior Athletics Championships will be organised in Panchkula, Haryana, in June end while the National Open Athletics Championships will be held in Bengaluru from August 30 to September 2. The two competitions, both in their 63rd editions this year, will be held before and after the Paris Olympics, respectively.

For the third year running, the AFI will also celebrate August 7 as National Javelin Day to commemorate Neeraj Chopra's historic gold medal at the Tokyo Olympics. Javelin competitions will be held across the country on the day.

World champion Chopra, however, will be in Paris at the time for the Summer Games.

Among the other big meets of the year, the 27th Federation Cup will be held in mid-May. The zonal competitions will be conducted in October.

(This story has not been edited by NDTV staff and is auto-generated from a syndicated feed.)"
